Time,yaw
0,-0.060000000000002274
0,-0.6199999999999974
0,-1.8699999999999974
0,-2.8100000000000023
0,-5.25
0,-5.18
0,-6.119999999999997
0,-7.060000000000002
0,-7.310000000000002
0,-8.810000000000002
0,-10.560000000000002
0,-10.619999999999997
0,-10.75
0,-11.0
0,-12.310000000000002
0,-13.75
0,-13.560000000000002
0,-15.560000000000002
0,-17.119999999999997
0,-21.060000000000002
0,-23.68
0,-24.5
0,-26.0
0,-26.37
0,-28.18
0,-29.0
0,-30.75
0,-31.25
0,-31.06
0,-33.870000000000005
