Time,yaw,Bias,LeftPWM,RightPWM
8.991771000000881,-0.12000000000000455,-0.0188323073763,30.0,40.0
9.590095999999903,-3.0,-0.0501462183953,25.0,45.0
10.177433000004385,-7.0,-0.121724592943,20.0,50.0
10.758228000006056,-12.310000000000002,-0.245550615265,15.0,55.0
11.34208000000217,-22.370000000000005,-0.467756648552,10.0,60.0
11.924866000001202,-36.25000000000001,-0.812363633283,5.0,65.0
12.510103000000527,-61.43000000000001,-1.32633837068,0.0,70.0
13.095956000004662,255.44,-1.89337665018,0.0,75.0
