Time,Bias,LeftPWM,RightPWM
4.063906999996107,0.00851142069483,25.0,45.0
0.5813610000041081,0.0256567957839,15.0,55.0
0.5871619999961695,0.0455339428996,5.0,65.0
0.5836630000048899,0.0665143146946,0.0,75.0
0.5822829999960959,0.0862262934226,0.0,85.0
