Time,yaw,Bias,LeftPWM,RightPWM
1.0402409999951487,0.0,0.0,35.0,35.0
1.622135999998136,-0.07000000000000028,-0.00071091867871,40.0,30.0
2.2084839999952237,-0.07000000000000028,-0.00142727772187,45.0,25.0
2.7919959999999264,-0.129999999999999,-0.00275122331716,50.0,20.0
