Time,Bias,LeftPWM,RightPWM
1.15615699999762,0.0,35.0,35.0
1.7365030000000843,0.0,35.0,35.0
2.317485999999917,0.0,35.0,35.0
2.899996000000101,0.0,35.0,35.0
3.484577999995963,0.0,35.0,35.0
