Time,Bias,LeftPWM,RightPWM
2.245549999999639,-0.0023515340313,45.0,25.0
2.8278280000013183,0.00913153665028,35.0,35.0
3.4086830000014743,0.021802821697,25.0,45.0
3.991769000000204,0.0351332295898,15.0,55.0
